text,meta_chunk_type,meta_residence,meta_year,meta_contexte,meta_groupe,meta_code_h,meta_ligne,meta_row_index,meta_years,meta_trend_metadata
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.7.1.3.8.
Ligne analytique: Réparation - Réparation diverse
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.7.1.3.8.,Réparation - Réparation diverse,70,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - Réparation diverse
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 691 €
Variation: -100.00% vs 2025
Code Hiérarchique: 2.7.1.3.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.7.1.3.8.,Réparation - Réparation diverse,70,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Réparation - Réparation diverse
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 5365 €, 2025: 691 €, 2026: 0 €
Variation globale: -100.00% (2024→2026)
Code Hiérarchique: 2.7.1.3.8.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.7.1.3.8.,Réparation - Réparation diverse,70,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): -100.0%
Recommandations:
- Tendance négative → investiguer les causes (baisse du CA / hausse des charges). Prioriser les postes 'Energie' et 'Maintenance'.
",RECOMMENDATION,Noisy,,,,,,70,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.7.1.3.8.', 'ligne': 'Réparation - Réparation diverse', 'row_index': 70}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.3.12.
Ligne analytique: Réparation - Toiture
Valeur annuelle: 600 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - Toiture
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 600 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.7.1.3.12.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.3.12.
Ligne analytique: Réparation - Toiture
Valeur annuelle: 934 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - Toiture
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 934 €
Valeur 2022: 600 €
Variation: 55.67% vs 2022
Code Hiérarchique: 2.7.1.3.12.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.3.12.
Ligne analytique: Réparation - Toiture
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - Toiture
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 0 €
Valeur 2023: 934 €
Variation: -100.00% vs 2023
Code Hiérarchique: 2.7.1.3.12.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.7.1.3.12.
Ligne analytique: Réparation - Toiture
Valeur annuelle: 750 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - Toiture
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 750 €
Valeur 2024: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.3.12.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.7.1.3.12.
Ligne analytique: Réparation - Toiture
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - Toiture
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 750 €
Variation: -100.00% vs 2025
Code Hiérarchique: 2.7.1.3.12.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.7.1.3.12.,Réparation - Toiture,71,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Réparation - Toiture
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 0 €, 2025: 750 €, 2026: 0 €
Variation globale: N/A
Code Hiérarchique: 2.7.1.3.12.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.7.1.3.12.,Réparation - Toiture,71,"[2024, 2025, 2026]",
"Variation détectée: N/A
Recommandations:
- Données insuffisantes pour recommandations automatiques.
",RECOMMENDATION,Noisy,,,,,,71,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.7.1.3.12.', 'ligne': 'Réparation - Toiture', 'row_index': 71}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.3.14.
Ligne analytique: Réparation - réparation PC syndic
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - réparation PC syndic
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 0 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.7.1.3.14.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.3.14.
Ligne analytique: Réparation - réparation PC syndic
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - réparation PC syndic
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 0 €
Valeur 2022: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.3.14.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.3.14.
Ligne analytique: Réparation - réparation PC syndic
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - réparation PC syndic
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 0 €
Valeur 2023: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.3.14.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.7.1.3.14.
Ligne analytique: Réparation - réparation PC syndic
Valeur annuelle: 21537 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - réparation PC syndic
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 21537 €
Valeur 2024: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.3.14.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.7.1.3.14.
Ligne analytique: Réparation - réparation PC syndic
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Réparation - réparation PC syndic
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: 21537 €
Variation: -100.00% vs 2025
Code Hiérarchique: 2.7.1.3.14.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Réparation - réparation PC syndic
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 0 €, 2025: 21537 €, 2026: 0 €
Variation globale: N/A
Code Hiérarchique: 2.7.1.3.14.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.7.1.3.14.,Réparation - réparation PC syndic,72,"[2024, 2025, 2026]",
"Variation détectée: N/A
Recommandations:
- Données insuffisantes pour recommandations automatiques.
",RECOMMENDATION,Noisy,,,,,,72,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.7.1.3.14.', 'ligne': 'Réparation - réparation PC syndic', 'row_index': 72}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.4.
Ligne analytique: Prise en charge par fonds de prévoyance Copropriétaires
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Prise en charge par fonds de prévoyance Copropriétaires
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 0 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.7.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.4.
Ligne analytique: Prise en charge par fonds de prévoyance Copropriétaires
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Prise en charge par fonds de prévoyance Copropriétaires
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 0 €
Valeur 2022: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.7.1.4.
Ligne analytique: Prise en charge par fonds de prévoyance Copropriétaires
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Prise en charge par fonds de prévoyance Copropriétaires
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 0 €
Valeur 2023: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.7.1.4.
Ligne analytique: Prise en charge par fonds de prévoyance Copropriétaires
Valeur annuelle: -752 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Prise en charge par fonds de prévoyance Copropriétaires
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: -752 €
Valeur 2024: 0 €
Variation: N/A
Code Hiérarchique: 2.7.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.7.1.4.
Ligne analytique: Prise en charge par fonds de prévoyance Copropriétaires
Valeur annuelle: 0 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Prise en charge par fonds de prévoyance Copropriétaires
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 0 €
Valeur 2025: -752 €
Variation: 100.00% vs 2025
Code Hiérarchique: 2.7.1.4.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Prise en charge par fonds de prévoyance Copropriétaires
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 0 €, 2025: -752 €, 2026: 0 €
Variation globale: N/A
Code Hiérarchique: 2.7.1.4.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,73,"[2024, 2025, 2026]",
"Variation détectée: N/A
Recommandations:
- Données insuffisantes pour recommandations automatiques.
",RECOMMENDATION,Noisy,,,,,,73,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.7.1.4.', 'ligne': 'Prise en charge par fonds de prévoyance Copropriétaires', 'row_index': 73}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.8.
Ligne analytique: LINGE ET BLANCHISSAGE
Valeur annuelle: 3734 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: LINGE ET BLANCHISSAGE
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 3734 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.8.
Ligne analytique: LINGE ET BLANCHISSAGE
Valeur annuelle: 4359 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: LINGE ET BLANCHISSAGE
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 4359 €
Valeur 2022: 3734 €
Variation: 16.74% vs 2022
Code Hiérarchique: 2.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.8.
Ligne analytique: LINGE ET BLANCHISSAGE
Valeur annuelle: 3350 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: LINGE ET BLANCHISSAGE
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 3350 €
Valeur 2023: 4359 €
Variation: -23.15% vs 2023
Code Hiérarchique: 2.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.8.
Ligne analytique: LINGE ET BLANCHISSAGE
Valeur annuelle: 2718 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: LINGE ET BLANCHISSAGE
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 2718 €
Valeur 2024: 3350 €
Variation: -18.87% vs 2024
Code Hiérarchique: 2.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.8.
Ligne analytique: LINGE ET BLANCHISSAGE
Valeur annuelle: 2435 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: LINGE ET BLANCHISSAGE
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 2435 €
Valeur 2025: 2718 €
Variation: -10.41% vs 2025
Code Hiérarchique: 2.8.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.8.,LINGE ET BLANCHISSAGE,74,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: LINGE ET BLANCHISSAGE
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 3350 €, 2025: 2718 €, 2026: 2435 €
Variation globale: -27.31% (2024→2026)
Code Hiérarchique: 2.8.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.8.,LINGE ET BLANCHISSAGE,74,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): -27.3%
Recommandations:
- Tendance négative → investiguer les causes (baisse du CA / hausse des charges). Prioriser les postes 'Energie' et 'Maintenance'.
",RECOMMENDATION,Noisy,,,,,,74,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.8.', 'ligne': 'LINGE ET BLANCHISSAGE', 'row_index': 74}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.8.1.
Ligne analytique: Location de linge + nettoyage de linge
Valeur annuelle: 3734 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Location de linge + nettoyage de linge
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 3734 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.8.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.8.1.
Ligne analytique: Location de linge + nettoyage de linge
Valeur annuelle: 4359 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Location de linge + nettoyage de linge
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 4359 €
Valeur 2022: 3734 €
Variation: 16.74% vs 2022
Code Hiérarchique: 2.8.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.8.1.
Ligne analytique: Location de linge + nettoyage de linge
Valeur annuelle: 3350 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Location de linge + nettoyage de linge
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 3350 €
Valeur 2023: 4359 €
Variation: -23.15% vs 2023
Code Hiérarchique: 2.8.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.8.1.
Ligne analytique: Location de linge + nettoyage de linge
Valeur annuelle: 2718 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Location de linge + nettoyage de linge
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 2718 €
Valeur 2024: 3350 €
Variation: -18.87% vs 2024
Code Hiérarchique: 2.8.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.8.1.
Ligne analytique: Location de linge + nettoyage de linge
Valeur annuelle: 2435 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: Location de linge + nettoyage de linge
Année: 2026
Contexte utilisé: Budget
Valeur 2026: 2435 €
Valeur 2025: 2718 €
Variation: -10.41% vs 2025
Code Hiérarchique: 2.8.1.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2026.0,,Charge,2.8.1.,Location de linge + nettoyage de linge,75,,
"[TYPE: TREND_MULTI_YEAR]
Résidence: Noisy
Ligne: Location de linge + nettoyage de linge
Années: [2024, 2025, 2026]
Contexte principal trouvé: Réel
Valeurs: 2024: 3350 €, 2025: 2718 €, 2026: 2435 €
Variation globale: -27.31% (2024→2026)
Code Hiérarchique: 2.8.1.
Groupe: Charge
",TREND_MULTI_YEAR,Noisy,,,Charge,2.8.1.,Location de linge + nettoyage de linge,75,"[2024, 2025, 2026]",
"[TYPE: RECOMMENDATION]
Résidence: Noisy
Années examinées: [2024, 2025, 2026]
Variation détectée (extrait trend): -27.3%
Recommandations:
- Tendance négative → investiguer les causes (baisse du CA / hausse des charges). Prioriser les postes 'Energie' et 'Maintenance'.
",RECOMMENDATION,Noisy,,,,,,75,"[2024, 2025, 2026]","{'chunk_type': 'TREND_MULTI_YEAR', 'residence': 'Noisy', 'years': [2024, 2025, 2026], 'groupe': 'Charge', 'code_h': '2.8.1.', 'ligne': 'Location de linge + nettoyage de linge', 'row_index': 75}"
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2022
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.9.
Ligne analytique: FOURNITURES D'EXPLOITATION
Valeur annuelle: 19855 €
",LINE_CELL,Noisy,2022.0,Réel,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: FOURNITURES D'EXPLOITATION
Année: 2022
Contexte utilisé: Réel
Valeur 2022: 19855 €
Valeur 2021: N/A
Variation: N/A
Code Hiérarchique: 2.9.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2022.0,,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2023
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.9.
Ligne analytique: FOURNITURES D'EXPLOITATION
Valeur annuelle: 13309 €
",LINE_CELL,Noisy,2023.0,Réel,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: FOURNITURES D'EXPLOITATION
Année: 2023
Contexte utilisé: Réel
Valeur 2023: 13309 €
Valeur 2022: 19855 €
Variation: -32.97% vs 2022
Code Hiérarchique: 2.9.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2023.0,,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2024
Contexte: Réel
Groupe: Charge
Code Hiérarchique: 2.9.
Ligne analytique: FOURNITURES D'EXPLOITATION
Valeur annuelle: 3022 €
",LINE_CELL,Noisy,2024.0,Réel,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: FOURNITURES D'EXPLOITATION
Année: 2024
Contexte utilisé: Réel
Valeur 2024: 3022 €
Valeur 2023: 13309 €
Variation: -77.29% vs 2023
Code Hiérarchique: 2.9.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2024.0,,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2025
Contexte: Prévision
Groupe: Charge
Code Hiérarchique: 2.9.
Ligne analytique: FOURNITURES D'EXPLOITATION
Valeur annuelle: 7052 €
",LINE_CELL,Noisy,2025.0,Prévision,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: ANNUAL_SUMMARY]
Résidence: Noisy
Ligne: FOURNITURES D'EXPLOITATION
Année: 2025
Contexte utilisé: Prévision
Valeur 2025: 7052 €
Valeur 2024: 3022 €
Variation: 133.36% vs 2024
Code Hiérarchique: 2.9.
Groupe: Charge
",ANNUAL_SUMMARY,Noisy,2025.0,,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
"[TYPE: LINE_CELL]
Résidence: Noisy
Année: 2026
Contexte: Budget
Groupe: Charge
Code Hiérarchique: 2.9.
Ligne analytique: FOURNITURES D'EXPLOITATION
Valeur annuelle: 6291 €
",LINE_CELL,Noisy,2026.0,Budget,Charge,2.9.,FOURNITURES D'EXPLOITATION,76,,
