,Residence,Colonnes,Annee,Mois,Nature de l'écriture,Contexte,Code_H,Ligne_Analytique,Groupe,Montant
3019,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,2.9.5.4.,Achat - charges diverses d'exploitation,Charge,0
3020,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,3.,MARGE 1,Marge,130310
3021,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.,Total 1,Charge,83645
3022,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2153
3023,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.1.3.,Amortissement Mobilier Travaux,Charge,1420
3024,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.1.3.1.,Mat. Para Hôtelier - Amortissement,Charge,27
3025,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.1.3.3.,Mobilier - Amortissement,Charge,1393
3026,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.1.4.,Agencement - Amortissement 80200003,Charge,733
3027,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,67260
3028,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.2.1.,Loyers reversés aux propriétaires,Charge,67260
3029,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.4.,INCIDENCE T.V.A,Charge,13198
3030,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,13198
3031,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,5.5.,CET (ex Taxe Pro),Charge,1035
3032,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,6.,MARGE 2,Marge,46665
3033,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,8.,Total 2,Charge,15634
3034,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,15654
3035,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,8.2.,FRAIS DES SOCIETES,Charge,-20
3036,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,8.2.1.,Frais des sociétés RSG,Charge,762
3037,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,8.2.7.,Incidence congés payés,Charge,-782
3038,11000099 - Noisy,Prév 2025,2025.0,6.0,Mensuelle,P,9.,MARGE 3,Marge,31031
3039,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.,RECETTES,Chiffre d'affaire,196665
3040,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,165968
3041,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,165489
3042,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,479
3043,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.2.,RECETTES ANNEXES,Chiffre d'affaire,30697
3044,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,28996
3045,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.2.2.,CA Frais locatif,Chiffre d'affaire,1525
3046,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,1.2.8.,CA Divers,Chiffre d'affaire,176
3047,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,10,% DES RECETTES TOTALES,Chiffre d'affaire,127
3048,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2594
3049,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,12.,EBITDA,Marge,64543
3050,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,13.,CAPEX,Charge,0
3051,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,14.,FREE CASH FLOW,Marge,64543
3052,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,96055
3053,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.,FRAIS DE PERSONNEL,Charge,16083
3054,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.1.,Salaires,Charge,7465
3055,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.10.,Prestataires sécurité gardiennage,Charge,607
3056,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.10.1.,Prestataire sécurité gardiennage,Charge,607
3057,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.12.,Nettoyage Parties Privatives,Charge,651
3058,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.2.,Charges sur salaires,Charge,2166
3059,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.3.,Prime,Charge,535
3060,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.8.,Frais Yser - Encadrement et commercial,Charge,3885
3061,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.9.1.,Autres frais de personnel,Charge,1422
3062,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.1.9.2.,Autres frais de personnel - formation,Charge,126
3063,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,714
3064,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.12.3.,Honoraire contentieux Gestion,Charge,714
3065,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,226
3066,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.12.3.2.,Honoraire - divers,Charge,489
3067,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.13.,DEPLACEMENT ET MISSION,Charge,64
3068,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.14.,PUBLICITE,Charge,448
3069,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.14.7.,Publicité Estudines,Charge,448
3070,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.15.,Publicité Internet,Charge,961
3071,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.16.,FOURNITURES ADMINISTRATIVES,Charge,30
3072,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.16.3.,Frais bancaires (compte séparé),Charge,30
3073,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.16.3.2.,Frais financiers,Charge,30
3074,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,100
3075,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.17.1.,Téléphone (C° et Abonnement),Charge,100
3076,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.,ENERGIE,Charge,42276
3077,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.1.,EAU : (RSG-REA-YSER-LFP),Charge,36898
3078,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.2.,EDF : (RSG-REA-LFP),Charge,3079
3079,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.2.1.,EDF - Parties communes : Réel (50200000),Charge,2403
3080,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.2.2.,EDF - Parties Privatives,Charge,360
3081,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.2.3.,EDF - Ascenseurs,Charge,316
3082,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.3.3.,Chauffage - Gaz,Charge,2299
3083,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.,CONTRATS DE MAINTENANCE,Charge,5515
3084,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.1.,Contrat de maintenance LFP,Charge,3959
3085,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.1.3.,Maintenance - ascenseurs,Charge,1298
3086,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.1.6.,Maintenance - espaces verts,Charge,740
3087,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.1.9.,Maintenance - contrats divers,Charge,1922
3088,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.2.,Autres charges de copropriété,Charge,102
3089,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,102
3090,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.4.4.,ASSURANCE : (Immeuble para hotelier multirisque),Charge,1454
3091,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,3191
3092,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.6.1.,Réparations Parties Privatives,Charge,1835
3093,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.6.2.,Electroménager (605),Charge,1405
3094,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.6.3.,"Mobilier, équipement (renouvellement)",Charge,1024
3095,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.6.4.,Récupération sur les locataires,Charge,-1073
3096,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.7.,REMISE EN ETAT PARTIES COMMUNES,Charge,26672
3097,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.7.1.,Réparation Partie Commune (Syndic + Résidence),Charge,26672
3098,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.7.1.3.,Réparation Partie Commune,Charge,26672
3099,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,2.7.1.3.14.,Réparation - réparation PC syndic,Charge,20731
3100,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,3.,MARGE 1,Marge,100610
3101,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.,Total 1,Charge,14504
3102,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2594
3103,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.1.3.,Amortissement Mobilier Travaux,Charge,1837
3104,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.1.3.1.,Mat. Para Hôtelier - Amortissement,Charge,28
3105,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.1.3.3.,Mobilier - Amortissement,Charge,1809
3106,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.1.4.,Agencement - Amortissement 80200003,Charge,757
3107,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.4.,INCIDENCE T.V.A,Charge,10215
3108,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,10215
3109,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,5.5.,CET (ex Taxe Pro),Charge,1695
3110,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,6.,MARGE 2,Marge,86106
3111,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,8.,Total 2,Charge,24157
3112,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,15654
3113,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,8.2.,FRAIS DES SOCIETES,Charge,2167
3114,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,8.2.1.,Frais des sociétés RSG,Charge,762
3115,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,8.2.7.,Incidence congés payés,Charge,1405
3116,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,8.3.,HONORAIRES SYNDIC,Charge,6336
3117,11000099 - Noisy,Prév 2025,2025.0,7.0,Mensuelle,P,9.,MARGE 3,Marge,61949
3118,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.,RECETTES,Chiffre d'affaire,173856
3119,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,168998
3120,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,168557
3121,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,441
3122,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.2.,RECETTES ANNEXES,Chiffre d'affaire,4859
3123,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.2.2.,CA Frais locatif,Chiffre d'affaire,3189
3124,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1270
3125,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.2.5.2.,Laverie,Chiffre d'affaire,1270
3126,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,1.2.8.,CA Divers,Chiffre d'affaire,400
3127,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,10,% DES RECETTES TOTALES,Chiffre d'affaire,-41
3128,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2552
3129,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,12.,EBITDA,Marge,-41110
3130,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,13.,CAPEX,Charge,10480
3131,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,14.,FREE CASH FLOW,Marge,-51591
3132,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,22451
3133,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.1.,FRAIS DE PERSONNEL,Charge,12431
3134,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.1.1.,Salaires,Charge,7323
3135,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.1.2.,Charges sur salaires,Charge,2501
3136,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.1.3.,Prime,Charge,228
3137,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.1.8.,Frais Yser - Encadrement et commercial,Charge,2138
3138,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.1.9.1.,Autres frais de personnel,Charge,484
3139,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,362
3140,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.12.8.,Sous-traitance générale,Charge,362
3141,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.13.,DEPLACEMENT ET MISSION,Charge,53
3142,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.14.,PUBLICITE,Charge,406
3143,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.14.7.,Publicité Estudines,Charge,406
3144,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.15.,Publicité Internet,Charge,341
3145,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.16.,FOURNITURES ADMINISTRATIVES,Charge,22
3146,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.16.1.,"Fournitures (bureau, contrat, reprographie…)",Charge,22
3147,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.16.1.3.,Reprographie,Charge,22
3148,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.17.,TELEPHONIE - INTERNET - INFORMATIQUE,Charge,106
3149,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.17.1.,Téléphone (C° et Abonnement),Charge,106
3150,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.2.,IMPOTS et TAXES DIVERSES,Charge,1842
3151,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.2.2.,Taxe d'ordures ménagères,Charge,396
3152,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.2.3.,Taxe foncière / Taxe d'habitation,Charge,1446
3153,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.2.3.2.,Taxe foncière Syndic,Charge,1446
3154,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.3.,ENERGIE,Charge,2168
3155,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.3.2.,EDF : (RSG-REA-LFP),Charge,-21
3156,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.3.2.2.,EDF - Parties Privatives,Charge,-21
3157,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.3.3.,Chauffage - Gaz,Charge,2190
3158,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.4.,CONTRATS DE MAINTENANCE,Charge,472
3159,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.4.1.,Contrat de maintenance LFP,Charge,370
3160,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.4.1.6.,Maintenance - espaces verts,Charge,370
3161,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.4.2.,Autres charges de copropriété,Charge,102
3162,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.4.2.4.,Autres charges - téléphone ascenseurs,Charge,102
3163,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.6.,REMISE EN ETAT PARTIES PRIVATIVES,Charge,2883
3164,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.6.1.,Réparations Parties Privatives,Charge,4959
3165,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.6.3.,"Mobilier, équipement (renouvellement)",Charge,447
3166,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.6.4.,Récupération sur les locataires,Charge,-2522
3167,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.7.,REMISE EN ETAT PARTIES COMMUNES,Charge,-125
3168,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.7.1.,Réparation Partie Commune (Syndic + Résidence),Charge,-125
3169,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.7.1.3.,Réparation Partie Commune,Charge,626
3170,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.7.1.3.14.,Réparation - réparation PC syndic,Charge,626
3171,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.7.1.4.,Prise en charge par fonds de prévoyance Copropriétaires,Charge,-752
3172,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.8.,LINGE ET BLANCHISSAGE,Charge,650
3173,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.8.1.,Location de linge + nettoyage de linge,Charge,650
3174,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.9.,FOURNITURES D'EXPLOITATION,Charge,840
3175,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,2.9.1.,Produits et matériel d'entretien,Charge,840
3176,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,3.,MARGE 1,Marge,151405
3177,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.,Total 1,Charge,179574
3178,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.1.,AMORTISSEMENT et CREDIT BAIL,Charge,2552
3179,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.1.3.,Amortissement Mobilier Travaux,Charge,1794
3180,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.1.3.1.,Mat. Para Hôtelier - Amortissement,Charge,28
3181,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.1.3.3.,Mobilier - Amortissement,Charge,1767
3182,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.1.4.,Agencement - Amortissement 80200003,Charge,758
3183,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.2.,LOYERS REVERSES PROPRIETAIRES,Charge,155489
3184,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.2.1.,Loyers reversés aux propriétaires,Charge,155489
3185,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.4.,INCIDENCE T.V.A,Charge,21640
3186,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.4.1.,Incidence TVA (cc + prorata de gestion),Charge,21640
3187,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,5.5.,CET (ex Taxe Pro),Charge,-107
3188,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,6.,MARGE 2,Marge,-28168
3189,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,7,% DES RECETTES TOTALES,Chiffre d'affaire,87
3190,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,8.,Total 2,Charge,15494
3191,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),Charge,15654
3192,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,8.2.,FRAIS DES SOCIETES,Charge,-160
3193,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,8.2.1.,Frais des sociétés RSG,Charge,762
3194,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,8.2.7.,Incidence congés payés,Charge,-922
3195,11000099 - Noisy,Prév 2025,2025.0,8.0,Mensuelle,P,9.,MARGE 3,Marge,-43662
3196,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.,RECETTES,Chiffre d'affaire,174536
3197,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.1.,Loyers logements et parkings HT,Chiffre d'affaire,169096
3198,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.1.1.,CA Locatif Estudines,Chiffre d'affaire,168594
3199,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.1.4.,CA Locatif Parkings,Chiffre d'affaire,502
3200,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.2.,RECETTES ANNEXES,Chiffre d'affaire,5276
3201,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.2.12.,Charges de copro récupérables,Chiffre d'affaire,0
3202,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.2.2.,CA Frais locatif,Chiffre d'affaire,3900
3203,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.2.5.,CA Laverie-Ménage,Chiffre d'affaire,1352
3204,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.2.5.2.,Laverie,Chiffre d'affaire,1352
3205,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.2.8.,CA Divers,Chiffre d'affaire,23
3206,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.3.,Commission Agence TO,Chiffre d'affaire,164
3207,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.4.,IMPAYES,Chiffre d'affaire,0
3208,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,1.4.1.,Impayés locataires,Chiffre d'affaire,0
3209,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,10,% DES RECETTES TOTALES,Chiffre d'affaire,132
3210,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,11.,Dotations aux amortissements (CAPEX),Chiffre d'affaire,2616
3211,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,12.,EBITDA,Marge,42266
3212,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,14.,FREE CASH FLOW,Marge,42266
3213,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.,CHARGES D'IMMEUBLE DIRECTES,Charge,37532
3214,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.,FRAIS DE PERSONNEL,Charge,16262
3215,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.1.,Salaires,Charge,8873
3216,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.10.,Prestataires sécurité gardiennage,Charge,-146
3217,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.10.1.,Prestataire sécurité gardiennage,Charge,-146
3218,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.11.,Nettoyage Parties Communes,Charge,0
3219,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.12.,Nettoyage Parties Privatives,Charge,4511
3220,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.2.,Charges sur salaires,Charge,2677
3221,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.3.,Prime,Charge,153
3222,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.6.,Personnel intérimaire,Charge,0
3223,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.1.9.1.,Autres frais de personnel,Charge,388
3224,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV",Charge,1000
3225,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.12.3.,Honoraire contentieux Gestion,Charge,1000
3226,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.12.3.1.,Honoraire - juridiques et contentieux,Charge,1000
3227,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.12.3.2.,Honoraire - divers,Charge,0
3228,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.13.,DEPLACEMENT ET MISSION,Charge,271
3229,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.14.,PUBLICITE,Charge,282
3230,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.14.1.,Publicité locale (résidence),Charge,282
3231,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.15.,Publicité Internet,Charge,202
3232,11000099 - Noisy,Prév 2025,2025.0,9.0,Mensuelle,P,2.16.,FOURNITURES ADMINISTRATIVES,Charge,675
